Episode,Score,MeanScore100
69,0.10000000149011612,0.00956521755543308
70,0.0,0.009428571590355464
71,0.0,0.009295774807392711
72,0.0,0.009166666823956702
73,0.0,0.009041096045546336
74,0.0,0.008918919071957871
75,0.0,0.008800000150998433
76,0.0,0.008684210675327401
77,0.0,0.008571428718504968
78,0.0,0.008461538606729263
79,0.10000000149011612,0.009620253326772134
80,0.0,0.009500000160187483
81,0.0,0.009382716207592576
82,0.0,0.0092682928392073
83,0.0,0.00915662666042167
84,0.0,0.009047619200178556
85,0.0,0.008941176621352924
86,0.0,0.008837209451337194
87,0.0,0.008735632331206881
88,0.10000000149011612,0.009772727435285395
89,0.0,0.009662921509046234
90,0.0,0.009555555714501274
91,0.0,0.009450549607748514
92,0.0,0.0093478262424469
93,0.0,0.009247311981775428
94,0.0,0.009148936322394838
95,0.09000000171363354,0.010000000168618402
96,0.0,0.009895833500195295
97,0.0,0.009793814598131426
98,0.0,0.009693877714477023
99,0.0,0.009595959757765135
100,0.0,0.009500000160187483
101,0.0,0.009500000160187483
102,0.10000000149011612,0.010500000175088644
103,0.0,0.009500000160187483
104,0.0,0.009500000160187483
105,0.0,0.009500000160187483
106,0.0,0.009500000160187483
107,0.0,0.009500000160187483
108,0.0,0.009500000160187483
109,0.0,0.009500000160187483
110,0.0,0.009500000160187483
111,0.0,0.009500000160187483
112,0.0,0.009500000160187483
113,0.0,0.009500000160187483
114,0.0,0.009500000160187483
115,0.0,0.009500000160187483
116,0.0,0.009500000160187483
117,0.0,0.009500000160187483
118,0.0,0.009500000160187483
119,0.0,0.009500000160187483
120,0.0,0.009500000160187483
121,0.0,0.009500000160187483
122,0.0,0.009500000160187483
123,0.0,0.009500000160187483
124,0.10000000149011612,0.010500000175088644
125,0.0,0.010500000175088644
126,0.0,0.010500000175088644
127,0.0,0.010500000175088644
128,0.0,0.009600000157952308
129,0.0,0.009600000157952308
130,0.0,0.009600000157952308
131,0.0,0.009600000157952308
132,0.10000000149011612,0.01060000017285347
133,0.0,0.01060000017285347
134,0.09000000171363354,0.01060000017285347
135,0.0,0.01060000017285347
136,0.0,0.01060000017285347
137,0.0,0.01060000017285347
138,0.0,0.01060000017285347
139,0.0,0.01060000017285347
140,0.0,0.009600000157952308
141,0.09000000171363354,0.010500000175088644
142,0.0,0.010500000175088644
143,0.09000000171363354,0.01140000019222498
144,0.09000000171363354,0.012300000209361315
145,0.0,0.012300000209361315
146,0.10000000149011612,0.013300000224262476
147,0.09000000171363354,0.013300000224262476
148,0.0,0.013300000224262476
149,0.0,0.01240000020712614
150,0.09000000171363354,0.013300000224262476
151,0.0,0.013300000224262476
152,0.0,0.013300000224262476
153,0.0,0.013300000224262476
154,0.0,0.013300000224262476
155,0.0,0.013300000224262476
156,0.0,0.013300000224262476
157,0.0,0.013300000224262476
158,0.0,0.013300000224262476
159,0.0,0.013300000224262476
160,0.0,0.013300000224262476
161,0.0,0.013300000224262476
162,0.0,0.013300000224262476
163,0.0,0.013300000224262476
164,0.0,0.013300000224262476
165,0.0,0.013300000224262476
166,0.09000000357627869,0.014200000260025263
167,0.0,0.014200000260025263
168,0.0,0.014200000260025263
169,0.10000000149011612,0.014200000260025263
170,0.0,0.014200000260025263
171,0.10000000149011612,0.015200000274926424
172,0.0,0.015200000274926424
173,0.0,0.015200000274926424
174,0.0,0.015200000274926424
175,0.0,0.015200000274926424
176,0.10000000149011612,0.016200000289827585
177,0.0,0.016200000289827585
178,0.0,0.016200000289827585
179,0.0,0.015200000274926424
180,0.0,0.015200000274926424
181,0.0,0.015200000274926424
182,0.0,0.015200000274926424
183,0.0,0.015200000274926424
184,0.0,0.015200000274926424
185,0.0,0.015200000274926424
186,0.0,0.015200000274926424
187,0.0,0.015200000274926424
188,0.09000000171363354,0.015100000277161598
189,0.0,0.015100000277161598
190,0.0,0.015100000277161598
191,0.0,0.015100000277161598
192,0.0,0.015100000277161598
193,0.0,0.015100000277161598
194,0.0,0.015100000277161598
195,0.09000000171363354,0.015100000277161598
196,0.0,0.015100000277161598
197,0.0,0.015100000277161598
198,0.0,0.015100000277161598
199,0.0,0.015100000277161598
200,0.0,0.015100000277161598
201,0.0,0.015100000277161598
202,0.0,0.014100000262260437
203,0.0,0.014100000262260437
204,0.0,0.014100000262260437
205,0.0,0.014100000262260437
206,0.0,0.014100000262260437
207,0.0,0.014100000262260437
208,0.0,0.014100000262260437
209,0.0,0.014100000262260437
210,0.0,0.014100000262260437
211,0.0,0.014100000262260437
212,0.0,0.014100000262260437
213,0.09000000171363354,0.015000000279396773
214,0.0,0.015000000279396773
215,0.0,0.015000000279396773
216,0.0,0.015000000279396773
217,0.0,0.015000000279396773
218,0.10000000149011612,0.016000000294297934
219,0.0,0.016000000294297934
220,0.0,0.016000000294297934
221,0.0,0.016000000294297934
222,0.0,0.016000000294297934
223,0.0,0.016000000294297934
224,0.0,0.015000000279396773
225,0.0,0.015000000279396773
226,0.0,0.015000000279396773
227,0.0,0.015000000279396773
228,0.0,0.015000000279396773
229,0.0,0.015000000279396773
230,0.0,0.015000000279396773
231,0.0,0.015000000279396773
232,0.09000000171363354,0.014900000281631947
233,0.0,0.014900000281631947
234,0.0,0.014000000264495611
235,0.09000000171363354,0.014900000281631947
236,0.0,0.014900000281631947
237,0.0,0.014900000281631947
238,0.0,0.014900000281631947
239,0.0,0.014900000281631947
240,0.0,0.014900000281631947
241,0.0,0.014000000264495611
242,0.0,0.014000000264495611
243,0.0,0.013100000247359276
244,0.0,0.01220000023022294
245,0.0,0.01220000023022294
246,0.10000000149011612,0.01220000023022294
247,0.0,0.011300000213086605
248,0.0,0.011300000213086605
249,0.0,0.011300000213086605
250,0.0,0.01040000019595027
251,0.0,0.01040000019595027
252,0.0,0.01040000019595027
253,0.0,0.01040000019595027
254,0.10000000149011612,0.01140000021085143
255,0.09000000171363354,0.012300000227987766
256,0.0,0.012300000227987766
257,0.0,0.012300000227987766
258,0.0,0.012300000227987766
259,0.0,0.012300000227987766
260,0.0,0.012300000227987766
261,0.0,0.012300000227987766
262,0.09000000171363354,0.013200000245124102
263,0.0,0.013200000245124102
264,0.0,0.013200000245124102
265,0.0,0.013200000245124102
266,0.0,0.012300000209361315
267,0.0,0.012300000209361315
268,0.09000000171363354,0.01320000022649765
269,0.0,0.01220000021159649
270,0.0,0.01220000021159649
271,0.09000000171363354,0.012100000213831664
272,0.0,0.012100000213831664
273,0.0,0.012100000213831664
274,0.0,0.012100000213831664
275,0.0,0.012100000213831664
276,0.0,0.011100000198930503
277,0.0,0.011100000198930503
278,0.09000000171363354,0.012000000216066837
279,0.0,0.012000000216066837
280,0.0,0.012000000216066837
281,0.0,0.012000000216066837
282,0.0,0.012000000216066837
283,0.0,0.012000000216066837
284,0.0,0.012000000216066837
285,0.0,0.012000000216066837
286,0.0,0.012000000216066837
287,0.0,0.012000000216066837
288,0.0,0.011100000198930503
289,0.10000000149011612,0.012100000213831664
290,0.0,0.012100000213831664
291,0.0,0.012100000213831664
292,0.0,0.012100000213831664
293,0.0,0.012100000213831664
294,0.0,0.012100000213831664
295,0.0,0.011200000196695328
296,0.10000000149011612,0.01220000021159649
297,0.0,0.01220000021159649
298,0.10000000149011612,0.01320000022649765
299,0.0,0.01320000022649765
300,0.0,0.01320000022649765
301,0.0,0.01320000022649765
302,0.0,0.01320000022649765
303,0.0,0.01320000022649765
304,0.09000000171363354,0.014100000243633986
305,0.0,0.014100000243633986
306,0.10000000149011612,0.015100000258535147
307,0.0,0.015100000258535147
308,0.0,0.015100000258535147
309,0.0,0.015100000258535147
310,0.0,0.015100000258535147
311,0.0,0.015100000258535147
312,0.10000000149011612,0.016100000273436308
313,0.0,0.015200000256299973
314,0.0,0.015200000256299973
315,0.0,0.015200000256299973
316,0.0,0.015200000256299973
317,0.09000000171363354,0.016100000273436308
318,0.0,0.015100000258535147
319,0.0,0.015100000258535147
320,0.0,0.015100000258535147
321,0.0,0.015100000258535147
322,0.0,0.015100000258535147
323,0.0,0.015100000258535147
324,0.0,0.015100000258535147
325,0.0,0.015100000258535147
326,0.0,0.015100000258535147
327,0.09000000171363354,0.016000000275671483
328,0.0,0.016000000275671483
329,0.10000000149011612,0.017000000290572644
330,0.0,0.017000000290572644
331,0.0,0.017000000290572644
332,0.0,0.016100000273436308
333,0.0,0.016100000273436308
334,0.0,0.016100000273436308
335,0.0,0.015200000256299973
336,0.0,0.015200000256299973
337,0.0,0.015200000256299973
338,0.0,0.015200000256299973
339,0.0,0.015200000256299973
340,0.0,0.015200000256299973
341,0.0,0.015200000256299973
342,0.0,0.015200000256299973
343,0.0,0.015200000256299973
344,0.0,0.015200000256299973
345,0.0,0.015200000256299973
346,0.0,0.014200000241398811
347,0.09000000171363354,0.015100000258535147
348,0.0,0.015100000258535147
349,0.0,0.015100000258535147
350,0.0,0.015100000258535147
351,0.0,0.015100000258535147
352,0.0,0.015100000258535147
353,0.0,0.015100000258535147
354,0.0,0.014100000243633986
355,0.0,0.01320000022649765
356,0.0,0.01320000022649765
357,0.0,0.01320000022649765
358,0.0,0.01320000022649765
359,0.0,0.01320000022649765
360,0.0,0.01320000022649765
361,0.0,0.01320000022649765
362,0.0,0.012300000209361315
363,0.09000000171363354,0.01320000022649765
364,0.0,0.01320000022649765
365,0.0,0.01320000022649765
366,0.0,0.01320000022649765
367,0.0,0.01320000022649765
368,0.0,0.012300000209361315
369,0.0,0.012300000209361315
370,0.0,0.012300000209361315
371,0.0,0.01140000019222498
372,0.0,0.01140000019222498
373,0.0,0.01140000019222498
374,0.0,0.01140000019222498
375,0.0,0.01140000019222498
376,0.0,0.01140000019222498
377,0.0,0.01140000019222498
378,0.0,0.010500000175088644
379,0.0,0.010500000175088644
380,0.09000000171363354,0.01140000019222498
381,0.0,0.01140000019222498
382,0.09000000171363354,0.012300000209361315
383,0.0,0.012300000209361315
384,0.0,0.012300000209361315
385,0.09000000171363354,0.01320000022649765
386,0.0,0.01320000022649765
387,0.0,0.01320000022649765
388,0.0,0.01320000022649765
389,0.0,0.01220000021159649
390,0.0,0.01220000021159649
391,0.0,0.01220000021159649
392,0.0,0.01220000021159649
393,0.0,0.01220000021159649
394,0.0,0.01220000021159649
395,0.0,0.01220000021159649
396,0.0,0.011200000196695328
397,0.0,0.011200000196695328
398,0.0,0.010200000181794167
399,0.0,0.010200000181794167
400,0.0,0.010200000181794167
401,0.0,0.010200000181794167
402,0.0,0.010200000181794167
403,0.0,0.010200000181794167
404,0.10000000149011612,0.010300000179558993
405,0.09000000171363354,0.011200000196695328
406,0.0,0.010200000181794167
407,0.0,0.010200000181794167
408,0.0,0.010200000181794167
409,0.10000000149011612,0.011200000196695328
410,0.0,0.011200000196695328
411,0.0,0.011200000196695328
412,0.0,0.010200000181794167
413,0.0,0.010200000181794167
414,0.0,0.010200000181794167
415,0.0,0.010200000181794167
416,0.0,0.010200000181794167
417,0.0,0.009300000164657832
418,0.0,0.009300000164657832
419,0.0,0.009300000164657832
420,0.0,0.009300000164657832
421,0.0,0.009300000164657832
422,0.0,0.009300000164657832
423,0.10000000149011612,0.010300000179558993
424,0.0,0.010300000179558993
425,0.09000000171363354,0.011200000196695328
426,0.0,0.011200000196695328
427,0.0,0.010300000179558993
428,0.0,0.010300000179558993
429,0.0,0.009300000164657832
430,0.0,0.009300000164657832
431,0.0,0.009300000164657832
432,0.0,0.009300000164657832
433,0.0,0.009300000164657832
434,0.0,0.009300000164657832
435,0.0,0.009300000164657832
436,0.0,0.009300000164657832
437,0.0,0.009300000164657832
438,0.09000000171363354,0.010200000181794167
439,0.0,0.010200000181794167
440,0.0,0.010200000181794167
441,0.0,0.010200000181794167
442,0.0,0.010200000181794167
443,0.0,0.010200000181794167
444,0.0,0.010200000181794167
445,0.0,0.010200000181794167
446,0.0,0.010200000181794167
447,0.20000000298023224,0.011300000194460154
448,0.0,0.011300000194460154
449,0.10000000149011612,0.012300000209361315
450,0.0,0.012300000209361315
451,0.0,0.012300000209361315
452,0.0,0.012300000209361315
453,0.0,0.012300000209361315
454,0.0,0.012300000209361315
455,0.10000000149011612,0.013300000224262476
456,0.0,0.013300000224262476
457,0.09000000171363354,0.014200000241398811
458,0.0,0.014200000241398811
459,0.0,0.014200000241398811
460,0.0,0.014200000241398811
461,0.0,0.014200000241398811
462,0.0,0.014200000241398811
463,0.0,0.013300000224262476
464,0.0,0.013300000224262476
465,0.0,0.013300000224262476
466,0.0,0.013300000224262476
467,0.0,0.013300000224262476
468,0.0,0.013300000224262476
469,0.0,0.013300000224262476
470,0.0,0.013300000224262476
471,0.0,0.013300000224262476
472,0.0,0.013300000224262476
473,0.10000000149011612,0.014300000239163637
474,0.0,0.014300000239163637
475,0.0,0.014300000239163637
476,0.10000000149011612,0.015300000254064798
477,0.0,0.015300000254064798
478,0.0,0.015300000254064798
479,0.0,0.015300000254064798
480,0.0,0.014400000236928463
481,0.0,0.014400000236928463
482,0.09000000171363354,0.014400000236928463
483,0.0,0.014400000236928463
484,0.0,0.014400000236928463
485,0.0,0.013500000219792127
486,0.0,0.013500000219792127
487,0.0,0.013500000219792127
488,0.10000000149011612,0.014500000234693288
489,0.0,0.014500000234693288
490,0.0,0.014500000234693288
491,0.0,0.014500000234693288
492,0.0,0.014500000234693288
493,0.0,0.014500000234693288
494,0.0,0.014500000234693288
495,0.0,0.014500000234693288
496,0.0,0.014500000234693288
497,0.0,0.014500000234693288
498,0.0,0.014500000234693288
499,0.0,0.014500000234693288
500,0.10000000149011612,0.01550000024959445
501,0.0,0.01550000024959445
502,0.0,0.01550000024959445
503,0.0,0.01550000024959445
504,0.0,0.014500000234693288
505,0.0,0.013600000217556953
506,0.0,0.013600000217556953
507,0.0,0.013600000217556953
508,0.0,0.013600000217556953
509,0.0,0.012600000202655792
510,0.0,0.012600000202655792
511,0.0,0.012600000202655792
512,0.0,0.012600000202655792
513,0.0,0.012600000202655792
514,0.0,0.012600000202655792
515,0.0,0.012600000202655792
516,0.10000000149011612,0.013600000217556953
517,0.0,0.013600000217556953
518,0.0,0.013600000217556953
519,0.10000000149011612,0.014600000232458115
520,0.0,0.014600000232458115
521,0.10000000149011612,0.015600000247359276
522,0.0,0.015600000247359276
523,0.0,0.014600000232458115
524,0.0,0.014600000232458115
525,0.0,0.01370000021532178
526,0.0,0.01370000021532178
527,0.0,0.01370000021532178
528,0.0,0.01370000021532178
529,0.0,0.01370000021532178
530,0.0,0.01370000021532178
531,0.0,0.01370000021532178
532,0.0,0.01370000021532178
533,0.10000000149011612,0.014700000230222941
534,0.0,0.014700000230222941
535,0.0,0.014700000230222941
536,0.0,0.014700000230222941
537,0.0,0.014700000230222941
538,0.0,0.013800000213086605
539,0.0,0.013800000213086605
540,0.0,0.013800000213086605
541,0.09000000171363354,0.014700000230222941
542,0.10000000149011612,0.0157000002451241
543,0.0,0.0157000002451241
544,0.10000000149011612,0.01670000026002526
545,0.0,0.01670000026002526
546,0.10000000149011612,0.017700000274926422
547,0.09000000171363354,0.016600000262260436
548,0.0,0.016600000262260436
549,0.0,0.015600000247359276
550,0.0,0.015600000247359276
551,0.0,0.015600000247359276
552,0.10000000149011612,0.016600000262260436
553,0.0,0.016600000262260436
554,0.10000000149011612,0.017600000277161597
555,0.0,0.016600000262260436
556,0.0,0.016600000262260436
557,0.0,0.0157000002451241
558,0.19000000320374966,0.017600000277161597
559,0.0,0.017600000277161597
560,0.0,0.017600000277161597
561,0.10000000149011612,0.018600000292062758
562,0.09000000171363354,0.019500000309199093
563,0.0,0.019500000309199093
564,0.0,0.019500000309199093
565,0.0,0.019500000309199093
566,0.10000000149011612,0.020500000324100254
567,0.0,0.020500000324100254
568,0.0,0.020500000324100254
569,0.10000000149011612,0.021500000339001415
570,0.0,0.021500000339001415
571,0.0,0.021500000339001415
572,0.0,0.021500000339001415
573,0.0,0.020500000324100254
574,0.0,0.020500000324100254
575,0.0,0.020500000324100254
576,0.0,0.019500000309199093
577,0.0,0.019500000309199093
578,0.0,0.019500000309199093
579,0.0,0.019500000309199093
580,0.0,0.019500000309199093
581,0.0,0.019500000309199093
582,0.0,0.018600000292062758
583,0.10000000149011612,0.01960000030696392
584,0.0,0.01960000030696392
585,0.0,0.01960000030696392
586,0.09000000171363354,0.020500000324100254
587,0.0,0.020500000324100254
588,0.0,0.019500000309199093
589,0.0,0.019500000309199093
590,0.0,0.019500000309199093
591,0.0,0.019500000309199093
592,0.09000000171363354,0.02040000032633543
593,0.10000000149011612,0.02140000034123659
594,0.0,0.02140000034123659
595,0.0,0.02140000034123659
596,0.0,0.02140000034123659
597,0.0,0.02140000034123659
598,0.0,0.02140000034123659
599,0.09000000171363354,0.022300000358372925
600,0.0,0.021300000343471764
601,0.0,0.021300000343471764
602,0.0,0.021300000343471764
603,0.0,0.021300000343471764
604,0.0,0.021300000343471764
605,0.0,0.021300000343471764
606,0.0,0.021300000343471764
607,0.0,0.021300000343471764
608,0.0,0.021300000343471764
609,0.0,0.021300000343471764
610,0.10000000149011612,0.022300000358372925
611,0.0,0.022300000358372925
612,0.09000000171363354,0.02320000037550926
613,0.0,0.02320000037550926
614,0.0,0.02320000037550926
615,0.0,0.02320000037550926
616,0.0,0.0222000003606081
617,0.0,0.0222000003606081
618,0.0,0.0222000003606081
619,0.0,0.02120000034570694
620,0.0,0.02120000034570694
621,0.09000000171363354,0.021100000347942113
622,0.0,0.021100000347942113
623,0.0,0.021100000347942113
624,0.10000000149011612,0.022100000362843274
625,0.0,0.022100000362843274
626,0.10000000149011612,0.023100000377744435
627,0.0,0.023100000377744435
628,0.0,0.023100000377744435
629,0.0,0.023100000377744435
630,0.0,0.023100000377744435
631,0.0,0.023100000377744435
632,0.0,0.023100000377744435
633,0.0,0.022100000362843274
634,0.0,0.022100000362843274
635,0.0,0.022100000362843274
636,0.0,0.022100000362843274
637,0.0,0.022100000362843274
638,0.0,0.022100000362843274
639,0.0,0.022100000362843274
640,0.0,0.022100000362843274
641,0.0,0.02120000034570694
642,0.0,0.020200000330805778
643,0.0,0.020200000330805778
644,0.0,0.019200000315904617
645,0.0,0.019200000315904617
646,0.0,0.018200000301003456
647,0.10000000149011612,0.01830000029876828
648,0.0,0.01830000029876828
649,0.0,0.01830000029876828
650,0.0,0.01830000029876828
651,0.10000000149011612,0.019300000313669442
652,0.0,0.01830000029876828
653,0.0,0.01830000029876828
654,0.0,0.01730000028386712
655,0.0,0.01730000028386712
656,0.0,0.01730000028386712
657,0.0,0.01730000028386712
658,0.0,0.015400000251829624
659,0.0,0.015400000251829624
660,0.0,0.015400000251829624
661,0.09000000171363354,0.015300000254064798
662,0.0,0.014400000236928463
663,0.0,0.014400000236928463
664,0.0,0.014400000236928463
665,0.0,0.014400000236928463
666,0.0,0.013400000222027302
667,0.10000000149011612,0.014400000236928463
668,0.0,0.014400000236928463
669,0.0,0.013400000222027302
670,0.0,0.013400000222027302
671,0.09000000171363354,0.014300000239163637
672,0.0,0.014300000239163637
673,0.0,0.014300000239163637
674,0.0,0.014300000239163637
675,0.0,0.014300000239163637
676,0.10000000149011612,0.015300000254064798
677,0.0,0.015300000254064798
678,0.0,0.015300000254064798
679,0.10000000149011612,0.01630000026896596
680,0.0,0.01630000026896596
681,0.09000000171363354,0.017200000286102295
682,0.10000000149011612,0.018200000301003456
683,0.0,0.017200000286102295
684,0.0,0.017200000286102295
685,0.0,0.017200000286102295
686,0.0,0.01630000026896596
687,0.0,0.01630000026896596
688,0.0,0.01630000026896596
689,0.0,0.01630000026896596
690,0.0,0.01630000026896596
691,0.0,0.01630000026896596
692,0.0,0.015400000251829624
693,0.10000000149011612,0.015400000251829624
694,0.0,0.015400000251829624
695,0.10000000149011612,0.016400000266730785
696,0.0,0.016400000266730785
697,0.0,0.016400000266730785
698,0.0,0.016400000266730785
699,0.0,0.01550000024959445
700,0.0,0.01550000024959445
701,0.0,0.01550000024959445
702,0.0,0.01550000024959445
703,0.0,0.01550000024959445
704,0.0,0.01550000024959445
705,0.0,0.01550000024959445
706,0.0,0.01550000024959445
707,0.0,0.01550000024959445
708,0.0,0.01550000024959445
709,0.09000000171363354,0.016400000266730785
710,0.0,0.015400000251829624
711,0.0,0.015400000251829624
712,0.0,0.014500000234693288
713,0.0,0.014500000234693288
714,0.0,0.014500000234693288
715,0.09000000171363354,0.015400000251829624
716,0.0,0.015400000251829624
717,0.0,0.015400000251829624
718,0.0,0.015400000251829624
719,0.0,0.015400000251829624
720,0.0,0.015400000251829624
721,0.0,0.014500000234693288
722,0.10000000149011612,0.01550000024959445
723,0.0,0.01550000024959445
724,0.0,0.014500000234693288
725,0.10000000149011612,0.01550000024959445
726,0.0,0.014500000234693288
727,0.10000000149011612,0.01550000024959445
728,0.0,0.01550000024959445
729,0.0,0.01550000024959445
730,0.0,0.01550000024959445
731,0.0,0.01550000024959445
732,0.0,0.01550000024959445
733,0.0,0.01550000024959445
734,0.0,0.01550000024959445
735,0.0,0.01550000024959445
736,0.0,0.01550000024959445
737,0.0,0.01550000024959445
738,0.0,0.01550000024959445
739,0.09000000171363354,0.016400000266730785
740,0.0,0.016400000266730785
741,0.0,0.016400000266730785
742,0.0,0.016400000266730785
743,0.0,0.016400000266730785
744,0.0,0.016400000266730785
745,0.0,0.016400000266730785
746,0.0,0.016400000266730785
747,0.0,0.015400000251829624
748,0.09000000171363354,0.01630000026896596
749,0.0,0.01630000026896596
750,0.0,0.01630000026896596
751,0.0,0.015300000254064798
752,0.0,0.015300000254064798
753,0.10000000149011612,0.01630000026896596
754,0.0,0.01630000026896596
755,0.0,0.01630000026896596
756,0.0,0.01630000026896596
757,0.0,0.01630000026896596
758,0.0,0.01630000026896596
759,0.0,0.01630000026896596
760,0.10000000149011612,0.01730000028386712
761,0.0,0.016400000266730785
762,0.0,0.016400000266730785
763,0.0,0.016400000266730785
764,0.10000000149011612,0.017400000281631946
765,0.0,0.017400000281631946
766,0.0,0.017400000281631946
767,0.0,0.016400000266730785
768,0.0,0.016400000266730785
769,0.10000000149011612,0.017400000281631946
770,0.10000000149011612,0.018400000296533107
771,0.0,0.01750000027939677
772,0.0,0.01750000027939677
773,0.0,0.01750000027939677
774,0.0,0.01750000027939677
775,0.0,0.01750000027939677
776,0.10000000149011612,0.01750000027939677
777,0.09000000171363354,0.018400000296533107
778,0.0,0.018400000296533107
779,0.10000000149011612,0.018400000296533107
780,0.0,0.018400000296533107
781,0.10000000149011612,0.018500000294297932
782,0.0,0.01750000027939677
783,0.0,0.01750000027939677
784,0.10000000149011612,0.018500000294297932
785,0.0,0.018500000294297932
786,0.09000000171363354,0.019400000311434268
787,0.0,0.019400000311434268
788,0.10000000149011612,0.02040000032633543
789,0.0,0.02040000032633543
790,0.0,0.02040000032633543
791,0.0,0.02040000032633543
792,0.0,0.02040000032633543
793,0.0,0.019400000311434268
794,0.0,0.019400000311434268
795,0.0,0.018400000296533107
796,0.10000000149011612,0.019400000311434268
797,0.0,0.019400000311434268
798,0.0,0.019400000311434268
799,0.0,0.019400000311434268
800,0.10000000149011612,0.02040000032633543
801,0.0,0.02040000032633543
802,0.0,0.02040000032633543
803,0.0,0.02040000032633543
804,0.0,0.02040000032633543
805,0.0,0.02040000032633543
806,0.0,0.02040000032633543
807,0.0,0.02040000032633543
808,0.0,0.02040000032633543
809,0.0,0.019500000309199093
810,0.0,0.019500000309199093
811,0.0,0.019500000309199093
812,0.0,0.019500000309199093
813,0.10000000149011612,0.020500000324100254
814,0.0,0.020500000324100254
815,0.0,0.01960000030696392
816,0.0,0.01960000030696392
817,0.10000000149011612,0.020600000321865083
818,0.0,0.020600000321865083
819,0.0,0.020600000321865083
820,0.0,0.020600000321865083
821,0.0,0.020600000321865083
822,0.0,0.01960000030696392
823,0.10000000149011612,0.020600000321865083
824,0.0,0.020600000321865083
825,0.0,0.01960000030696392
826,0.0,0.01960000030696392
827,0.0,0.018600000292062758
828,0.0,0.018600000292062758
829,0.0,0.018600000292062758
830,0.0,0.018600000292062758
831,0.0,0.018600000292062758
832,0.10000000149011612,0.01960000030696392
833,0.0,0.01960000030696392
834,0.0,0.01960000030696392
835,0.0,0.01960000030696392
836,0.0,0.01960000030696392
837,0.0,0.01960000030696392
838,0.0,0.01960000030696392
839,0.0,0.018700000289827587
840,0.09000000171363354,0.01960000030696392
841,0.0,0.01960000030696392
842,0.0,0.01960000030696392
843,0.0,0.01960000030696392
844,0.0,0.01960000030696392
845,0.0,0.01960000030696392
846,0.10000000149011612,0.020600000321865083
847,0.10000000149011612,0.021600000336766245
848,0.0,0.02070000031962991
849,0.0,0.02070000031962991
850,0.0,0.02070000031962991
851,0.0,0.02070000031962991
852,0.0,0.02070000031962991
853,0.0,0.019700000304728748
854,0.10000000149011612,0.02070000031962991
855,0.0,0.02070000031962991
856,0.10000000149011612,0.02170000033453107
857,0.0,0.02170000033453107
858,0.0,0.02170000033453107
859,0.0,0.02170000033453107
860,0.0,0.02070000031962991
861,0.0,0.02070000031962991
862,0.0,0.02070000031962991
863,0.10000000149011612,0.02170000033453107
864,0.10000000149011612,0.02170000033453107
865,0.0,0.02170000033453107
866,0.0,0.02170000033453107
867,0.09000000171363354,0.022600000351667406
868,0.0,0.022600000351667406
869,0.0,0.021600000336766245
870,0.0,0.020600000321865083
871,0.0,0.020600000321865083
872,0.0,0.020600000321865083
873,0.0,0.020600000321865083
874,0.0,0.020600000321865083
875,0.10000000149011612,0.021600000336766245
876,0.0,0.020600000321865083
877,0.10000000149011612,0.02070000031962991
878,0.0,0.02070000031962991
879,0.0,0.019700000304728748
880,0.09000000171363354,0.020600000321865083
881,0.0,0.01960000030696392
882,0.0,0.01960000030696392
883,0.09000000171363354,0.020500000324100254
884,0.09000000171363354,0.02040000032633543
